상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220805836052,만보장여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011011900,정동,3011011900100300015,1,대지,30,15.0,대전광역시 동구 정동 30-15,301104292136.0,대전광역시 동구 대전로825번길,7.0,,3011011900100300015021061,,대전광역시 동구 대전로825번길 7,300150,34627,,,,127.431212221357,36.3326630338193
MA010120220805835563,비쥬모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011011900,정동,3011011900100240001,1,대지,24,1.0,대전광역시 동구 정동 24-1,301104292133.0,대전광역시 동구 대전로807번길,4.0,,3011011900100240001022113,,대전광역시 동구 대전로807번길 4,300150,34627,,,,127.432054992048,36.331648624336
MA010120220805829854,덕성여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011011900,정동,3011011900100030002,1,대지,3,2.0,대전광역시 동구 정동 3-2,301104292395.0,대전광역시 동구 역전1길,103.0,,3011011900100030002019277,,대전광역시 동구 역전1길 103,300150,34626,,,,127.431709074736,36.3348013685473
MA010120220805826685,서울장여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100780015,1,대지,78,15.0,대전광역시 동구 용전동 78-15,301104292574.0,대전광역시 동구 한밭대로1316번길,20.0,,3011011500100780015003729,,대전광역시 동구 한밭대로1316번길 20,300824,34550,,,,127.440034028768,36.3513516109167
MA010120220805829352,아리아파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230550,신탄진동,3023012600,신탄진동,3023012600101430007,1,대지,143,7.0,대전광역시 대덕구 신탄진동 143-7,302304304324.0,대전광역시 대덕구 신탄진동로7번길,39.0,,3023012600101430007021924,,대전광역시 대덕구 신탄진동로7번길 39,306815,34311,,,,127.429714967014,36.4492950319983
MA010120220805824904,극동여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110695,삼성동,3011011800,삼성동,3011011800102730011,1,대지,273,11.0,대전광역시 동구 삼성동 273-11,301103010011.0,대전광역시 동구 선화로,201.0,,3011011800102730011019833,,대전광역시 동구 선화로 201,300812,34624,,,,127.427825428941,36.3342691255379
MA010120220805826113,영남여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011010100,원동,3011010100101020015,1,대지,102,15.0,대전광역시 동구 원동 102-15,301104292495.0,대전광역시 동구 창조1길,31.0,,3011010100101020015026316,,대전광역시 동구 창조1길 31,300010,34629,,,,127.435405855487,36.3272753896631
MA010120220805826556,미진여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011011900,정동,3011011900100310038,1,대지,31,38.0,대전광역시 동구 정동 31-38,301104292335.0,대전광역시 동구 선화로214번길,54.0,,3011011900100310038020957,,대전광역시 동구 선화로214번길 54,300150,34625,,,,127.430721017678,36.3328139084654
MA010120220805826633,일오삼고시텔,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,30,대전광역시,30110,동구,30110515,중앙동,3011011900,정동,3011011900100130020,1,대지,13,20.0,대전광역시 동구 정동 13-20,301104292396.0,대전광역시 동구 역전2길,3.0,,3011011900100130020020402,,대전광역시 동구 역전2길 3,300150,34626,,,,127.431896389241,36.3335495163932
MA010120220805826069,양지여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011010100,원동,3011010100100300007,1,대지,30,7.0,대전광역시 동구 원동 30-7,301104292495.0,대전광역시 동구 창조1길,76.0,,3011010100100300007025491,,대전광역시 동구 창조1길 76,300010,34629,,,,127.435232287634,36.3281758245291
MA010120220805825981,아트빌딩,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100104400031,1,대지,440,31.0,대전광역시 유성구 봉명동 440-31,302003167047.0,대전광역시 유성구 온천서로,32.0,12.0,3020011100104400031012291,수림모텔,대전광역시 유성구 온천서로 32-12,305301,34168,,,,127.340726508499,36.3571266915066
MA010120220805826433,케이비모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100690002,1,대지,69,2.0,대전광역시 동구 용전동 69-2,301104292213.0,대전광역시 동구 동서대로1705번길,58.0,18.0,3011011500100690002003377,,대전광역시 동구 동서대로1705번길 58-18,300824,34550,,,,127.43851321393,36.3521285636092
MA010120220805827693,금강장,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230550,신탄진동,3023012600,신탄진동,3023012600101400027,1,대지,140,27.0,대전광역시 대덕구 신탄진동 140-27,302304304357.0,대전광역시 대덕구 신탄진로810번길,15.0,,3023012600101400027022892,,대전광역시 대덕구 신탄진로810번길 15,306815,34311,,,,127.430043750801,36.4500987024404
MA010120220805827428,진주장여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100780028,1,대지,78,28.0,대전광역시 동구 용전동 78-28,301104292213.0,대전광역시 동구 동서대로1705번길,24.0,,3011011500100780028003851,,대전광역시 동구 동서대로1705번길 24,300824,34550,,,,127.438465015472,36.3510828855435
MA010120220805815682,테크닉스,,I1,숙박,I101,일반 숙박,I10101,호텔/리조트,I55101,호텔업,30,대전광역시,30140,중구,30140535,은행선화동,3014010200,선화동,3014010200102300006,1,대지,230,6.0,대전광역시 중구 선화동 230-6,301404295161.0,대전광역시 중구 대종로505번길,50.0,,3014010200102300006011942,,대전광역시 중구 대종로505번길 50,301822,34839,,,,127.422443234895,36.32851126577
MA010120220805853247,대청파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230570,덕암동,3023011600,상서동,3023011600108300001,1,대지,830,1.0,대전광역시 대덕구 상서동 830-1,302304304144.0,대전광역시 대덕구 덕암로148번길,24.0,,3023011600108300001004050,,대전광역시 대덕구 덕암로148번길 24,306200,34334,,,,127.42239646653,36.4328122675605
MA010120220805854058,행복장,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230550,신탄진동,3023012600,신탄진동,3023012600101430025,1,대지,143,25.0,대전광역시 대덕구 신탄진동 143-25,302304304324.0,대전광역시 대덕구 신탄진동로7번길,45.0,,3023012600101430025023078,,대전광역시 대덕구 신탄진동로7번길 45,306815,34311,,,,127.429657476656,36.4495290787621
MA010120220805854263,로하스,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230550,신탄진동,3023012600,신탄진동,3023012600101210015,1,대지,121,15.0,대전광역시 대덕구 신탄진동 121-15,302304304316.0,대전광역시 대덕구 신탄진동로23번길,77.0,,3023012600101210015000001,,대전광역시 대덕구 신탄진동로23번길 77,306815,34311,,,,127.430594592779,36.4510476290694
MA010120220805854313,보람파크여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230550,신탄진동,3023012600,신탄진동,3023012600101400014,1,대지,140,14.0,대전광역시 대덕구 신탄진동 140-14,302304304357.0,대전광역시 대덕구 신탄진로810번길,31.0,,3023012600101400014022875,,대전광역시 대덕구 신탄진로810번길 31,306815,34311,,,,127.430823953056,36.4501925485796
MA010120220805849951,스파타워,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100106940001,1,대지,694,1.0,대전광역시 유성구 봉명동 694-1,302004301285.0,대전광역시 유성구 온천로107번길,40.0,,3020011100106940001013702,,대전광역시 유성구 온천로107번길 40,305301,34186,,,,127.350887670322,36.3558484768933
MA010120220805847517,대한모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011011900,정동,3011011900100310036,1,대지,31,36.0,대전광역시 동구 정동 31-36,301104292335.0,대전광역시 동구 선화로214번길,50.0,,3011011900100310036019356,,대전광역시 동구 선화로214번길 50,300150,34625,,,,127.430608846641,36.3329215246196
MA010120220805848047,띠울장여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110590,자양동,3011011100,자양동,3011011100101920010,1,대지,192,10.0,대전광역시 동구 자양동 192-10,301104292173.0,대전광역시 동구 동대전로218번길,4.0,,3011011100101920010012934,,대전광역시 동구 동대전로218번길 4,300831,34512,,,,127.449297194077,36.3412014900145
MA010120220805848951,동복장여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110620,가양1동,3011011400,가양동,3011011400104510017,1,대지,451,17.0,대전광역시 동구 가양동 451-17,301104292031.0,대전광역시 동구 계족로392번길,109.0,,3011011400104510017005098,,대전광역시 동구 계족로392번길 109,300806,34573,,,,127.438169189469,36.3488373786054
MA010120220805848968,태광파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100104490002,1,대지,449,2.0,대전광역시 유성구 봉명동 449-2,302004301024.0,대전광역시 유성구 계룡로74번길,13.0,6.0,3020011100104490002014198,태광장,대전광역시 유성구 계룡로74번길 13-6,305301,34179,,,,127.339218281515,36.353648564341
MA010120220805849528,동산장,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500101110031,1,대지,111,31.0,대전광역시 동구 용전동 111-31,301102010003.0,대전광역시 동구 동서대로,1715.0,14.0,3011011500101110031003979,,대전광역시 동구 동서대로 1715-14,300824,34550,,,,127.439759569921,36.3507825360767
MA010120220805849556,신라모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100630015,1,대지,63,15.0,대전광역시 동구 용전동 63-15,301104292209.0,대전광역시 동구 동서대로1683번길,50.0,13.0,3011011500100630015003592,,대전광역시 동구 동서대로1683번길 50-13,300824,34551,,,,127.436110035459,36.3516576097132
MA010120220805849559,뉴서울파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100660007,1,대지,66,7.0,대전광역시 동구 용전동 66-7,301104292211.0,대전광역시 동구 동서대로1695번길,106.0,,3011011500100660007002654,,대전광역시 동구 동서대로1695번길 106,300824,34549,,,,127.438191030154,36.3535510262098
MA010120220805849590,온천파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100630033,1,대지,63,33.0,대전광역시 동구 용전동 63-33,301104292209.0,대전광역시 동구 동서대로1683번길,56.0,15.0,3011011500100630033003480,,대전광역시 동구 동서대로1683번길 56-15,300824,34551,,,,127.436186008748,36.3519373560676
MA010120220805849616,칠갑산파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100640023,1,대지,64,23.0,대전광역시 동구 용전동 64-23,301104292209.0,대전광역시 동구 동서대로1683번길,88.0,,3011011500100640023002994,,대전광역시 동구 동서대로1683번길 88,300824,34549,,,,127.435822079365,36.3529630647433
MA010120220805841487,성남여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110665,성남동,3011011600,성남동,3011011600100470011,1,대지,47,11.0,대전광역시 동구 성남동 47-11,301104292022.0,대전광역시 동구 계족로328번길,8.0,1.0,3011011600100470011012723,,대전광역시 동구 계족로328번길 8-1,300818,34589,,,,127.436205475421,36.3415099622639
MA010120220805872527,대림파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500101690004,1,대지,169,4.0,대전광역시 중구 대흥동 169-4,301404295205.0,대전광역시 중구 대흥로158번길,18.0,,3014010500101690004015478,,대전광역시 중구 대흥로158번길 18,301803,34928,,,,127.429404514659,36.3239392872073
MA010120220805871606,유성고시텔,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100105560012,1,대지,556,12.0,대전광역시 유성구 봉명동 556-12,302004301146.0,대전광역시 유성구 도안대로567번길,22.0,,3020011100105560012014912,,대전광역시 유성구 도안대로567번길 22,305301,34179,,,,127.339092261312,36.3514217892475
MA010120220805868872,큐모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140670,오류동,3014011300,오류동,3014011300101670011,1,대지,167,11.0,대전광역시 중구 오류동 167-11,301404295018.0,대전광역시 중구 계룡로874번길,103.0,,3014011300101670011026005,,대전광역시 중구 계룡로874번길 103,301828,34910,,,,127.405764750976,36.3217872733877
MA010120220805859564,우리하숙,,I1,숙박,I102,기타 숙박,I10299,그 외 기타 숙박업,I55909,그 외 기타 숙박업,30,대전광역시,30110,동구,30110515,중앙동,3011011300,소제동,3011011300102190030,1,대지,219,30.0,대전광역시 동구 소제동 219-30,301104292067.0,대전광역시 동구 고니길,42.0,,3011011300102190030020095,,대전광역시 동구 고니길 42,300080,34605,,,,127.441840652486,36.333938844757
MA010120220805856898,누을장,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110630,가양2동,3011011400,가양동,3011011400101500003,1,대지,150,3.0,대전광역시 동구 가양동 150-3,301104292176.0,대전광역시 동구 동대전로248번길,179.0,,3011011400101500003006850,,대전광역시 동구 동대전로248번길 179,300802,34506,,1,,127.456261995164,36.3472807892128
MA010120220805859660,옷샘여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230543,송촌동,3023010700,송촌동,3023010700105650036,1,대지,565,36.0,대전광역시 대덕구 송촌동 565-36,302303168038.0,대전광역시 대덕구 송촌남로,61.0,,3023010700105650036017288,,대전광역시 대덕구 송촌남로 61,306813,34424,,,,127.444100689787,36.3560480917925
MA010120220805909704,궁전모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140670,오류동,3014011300,오류동,3014011300101680002,1,대지,168,2.0,대전광역시 중구 오류동 168-2,301404295020.0,대전광역시 중구 계룡로882번길,105.0,,3014011300101680002030425,,대전광역시 중구 계룡로882번길 105,301828,34910,,,,127.40614757233,36.3212394106428
MA010120220805896975,보보스모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100540007,1,대지,54,7.0,대전광역시 동구 용전동 54-7,301104292214.0,대전광역시 동구 동서대로1725번길,10.0,,3011011500100540007003775,,대전광역시 동구 동서대로1725번길 10,300824,34550,,1,,127.440870511017,36.3512293524037
MA010120220805936484,룩호텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100720011,1,대지,72,11.0,대전광역시 동구 용전동 72-11,301102010004.0,대전광역시 동구 한밭대로,1316.0,16.0,3011011500100720011003343,뉴시드니모텔,대전광역시 동구 한밭대로 1316-16,300824,34550,,,,127.440117027112,36.3522081886552
MA010120220805956215,문화,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011011900,정동,3011011900100140024,1,대지,14,24.0,대전광역시 동구 정동 14-24,301104292396.0,대전광역시 동구 역전2길,6.0,,3011011900100140024020557,,대전광역시 동구 역전2길 6,300150,34626,,,,127.432008821113,36.3334058501255
MA010120220805984705,"로즈모텔,스카이노래방",,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140690,태평2동,3014011400,태평동,3014011400103500024,1,대지,350,24.0,대전광역시 중구 태평동 350-24,301403165041.0,대전광역시 중구 태평로,183.0,,3014011400103500024030061,,대전광역시 중구 태평로 183,301844,34874,,,,127.397728209758,36.3327783908079
MA010120220806057464,럭셔리모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100104410017,1,대지,441,17.0,대전광역시 유성구 봉명동 441-17,302003167047.0,대전광역시 유성구 온천서로,30.0,10.0,3020011100104410017013435,럭셔리모텔,대전광역시 유성구 온천서로 30-10,305301,34168,,,,127.340674676272,36.356666770238
MA010120220806053661,둥지파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140535,은행선화동,3014010100,은행동,3014010100101180003,1,대지,118,3.0,대전광역시 중구 은행동 118-3,301404295285.0,대전광역시 중구 목척1길,50.0,,3014010100101180003015879,,대전광역시 중구 목척1길 50,301838,34832,,,,127.426006499792,36.3301596998753
MA010120220806053417,뉴히딩크모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140740,산성동,3014011700,산성동,3014011700101430001,1,대지,143,1.0,대전광역시 중구 산성동 143-1,301403165034.0,대전광역시 중구 유등천동로,324.0,1.0,3014011700101430001007774,,대전광역시 중구 유등천동로 324-1,301817,34987,,,,127.387585122271,36.3108714559509
MA010120220806171964,그레이스,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30170,서구,30170520,도마1동,3017010300,도마동,3017010300101430018,1,대지,143,18.0,대전광역시 서구 도마동 143-18,301704298209.0,대전광역시 서구 도마3길,14.0,,3017010300101430018029252,,대전광역시 서구 도마3길 14,302820,35332,,,,127.380539724578,36.3146564766183
MA010120220806171823,리더스모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30170,서구,30170640,둔산2동,3017011200,둔산동,3017011200113180000,1,대지,1318,,대전광역시 서구 둔산동 1318,301704298328.0,대전광역시 서구 둔산로73번길,37.0,,3017011200113180000022342,,대전광역시 서구 둔산로73번길 37,302830,35233,,,,127.381695131289,36.3530647748083
MA010120220806172365,다복파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100104490003,1,대지,449,3.0,대전광역시 유성구 봉명동 449-3,302004301024.0,대전광역시 유성구 계룡로74번길,13.0,8.0,3020011100104490003014205,다복파크,대전광역시 유성구 계룡로74번길 13-8,305301,34179,,,,127.339352204172,36.3536222674345
MA010120220806174582,베르겐호텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100106900006,1,대지,690,6.0,대전광역시 유성구 봉명동 690-6,302003167046.0,대전광역시 유성구 온천북로,65.0,9.0,3020011100106900006013430,,대전광역시 유성구 온천북로 65-9,305301,34185,,,,127.35006669744,36.3567632855973
MA010120220806175995,성문고시원,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104230001,1,대지,423,1.0,대전광역시 유성구 궁동 423-1,302003167083.0,대전광역시 유성구 대학로,137.0,,3020012200104230001011818,,대전광역시 유성구 대학로 137,305335,34137,,,,127.348916730217,36.3610559677642
MA010120220806176036,맥모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140630,대사동,3014011000,대사동,3014011000102480348,1,대지,248,348.0,대전광역시 중구 대사동 248-348,301404295026.0,대전광역시 중구 계룡로921번길,12.0,,3014011000102480348026980,,대전광역시 중구 계룡로921번길 12,301846,34945,,5,,127.416351166012,36.320974225543
MA010120220806170225,오백호모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100106040003,1,대지,604,3.0,대전광역시 유성구 봉명동 604-3,302003167083.0,대전광역시 유성구 대학로,55.0,10.0,3020011100106040003012837,,대전광역시 유성구 대학로 55-10,305301,34168,,,,127.342560567581,36.3589753374293
MA010120220806193804,시네마e텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100105510014,1,대지,551,14.0,대전광역시 유성구 봉명동 551-14,302003167083.0,대전광역시 유성구 대학로,8.0,,3020011100105510014014054,시네마E텔,대전광역시 유성구 대학로 8,305301,34187,,,,127.342176606062,36.3542867461987
MA010120220806194464,신영빌딩,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104090001,1,대지,409,1.0,대전광역시 유성구 궁동 409-1,302004301062.0,대전광역시 유성구 궁동로18번길,58.0,,3020012200104090001009461,,대전광역시 유성구 궁동로18번길 58,305335,34138,,,,127.350508186652,36.3626327960135
MA010120220806198176,아가고시원,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,30,대전광역시,30170,서구,30170587,월평2동,3017011300,월평동,3017011300102500000,1,대지,250,,대전광역시 서구 월평동 250,301703166041.0,대전광역시 서구 월평북로,88.0,16.0,3017011300102500000020160,,대전광역시 서구 월평북로 88-16,302847,35214,,7,,127.377928637583,36.3615439915058
MA010120220806194225,옥류정펜션가든,,I1,숙박,I101,일반 숙박,I10103,펜션,I55104,민박업,30,대전광역시,30170,서구,30170600,기성동,3017012000,장안동,3017012000101730002,1,대지,173,2.0,대전광역시 서구 장안동 173-2,301704298144.0,대전광역시 서구 길곡길,222.0,9.0,3017012000101730002003860,,대전광역시 서구 길곡길 222-9,302040,35428,,,,127.348086465485,36.2145161594402
MA010120220806191483,체리모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100106940002,1,대지,694,2.0,대전광역시 유성구 봉명동 694-2,302003167046.0,대전광역시 유성구 온천북로,76.0,,3020011100106940002013712,,대전광역시 유성구 온천북로 76,305301,34186,,,,127.351099508881,36.355831602518
MA010120220806191534,송하,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,30,대전광역시,30200,유성구,30200540,온천2동,3020012200,궁동,3020012200104510004,1,대지,451,4.0,대전광역시 유성구 궁동 451-4,302004301142.0,대전광역시 유성구 대학로81번길,32.0,21.0,3020012200104510004011257,STUDIO451,대전광역시 유성구 대학로81번길 32-21,305335,34167,,,,127.342644022338,36.362301391366
MA010120220806188324,아로마모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230550,신탄진동,3023012600,신탄진동,3023012600101430013,1,대지,143,13.0,대전광역시 대덕구 신탄진동 143-13,302304304324.0,대전광역시 대덕구 신탄진동로7번길,29.0,,3023012600101430013001056,,대전광역시 대덕구 신탄진동로7번길 29,306815,34311,,,,127.429751532109,36.4488716256162
MA010120220806192495,귀빈모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230546,중리동,3023010900,중리동,3023010900104010014,1,대지,401,14.0,대전광역시 대덕구 중리동 401-14,302304304449.0,대전광역시 대덕구 중리로7번길,6.0,10.0,3023010900104010014014344,,대전광역시 대덕구 중리로7번길 6-10,306824,34394,,,,127.425006585696,36.3601215134258
MA010120220806191542,신촌고시텔,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,30,대전광역시,30200,유성구,30200540,온천2동,3020011700,장대동,3020011700103700009,1,대지,370,9.0,대전광역시 유성구 장대동 370-9,302004301353.0,대전광역시 유성구 유성대로730번길,119.0,2.0,3020011700103700009012959,,대전광역시 유성구 유성대로730번길 119-2,305308,34170,,,,127.339124867902,36.3581092140937
MA010120220806189752,기숙사/고시원,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,30,대전광역시,30200,유성구,30200540,온천2동,3020011700,장대동,3020011700103550011,1,대지,355,11.0,대전광역시 유성구 장대동 355-11,302004301154.0,대전광역시 유성구 문화원로14번길,22.0,,3020011700103550011011522,,대전광역시 유성구 문화원로14번길 22,305308,34171,,,,127.337622999632,36.3604621604639
MA010120220806190368,트윈빌딩,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,30,대전광역시,30170,서구,30170555,탄방동,3017010600,탄방동,3017010600106320001,1,대지,632,1.0,대전광역시 서구 탄방동 632-1,301704298358.0,대전광역시 서구 문정로10번길,22.0,,3017010600106320001023488,,대전광역시 서구 문정로10번길 22,302859,35261,,,,127.381818305045,36.3445305836763
MA010120220806190369,트윈고시텔,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,30,대전광역시,30170,서구,30170555,탄방동,3017010600,탄방동,3017010600106320000,1,대지,632,,대전광역시 서구 탄방동 632,301704298358.0,대전광역시 서구 문정로10번길,24.0,,3017010600106320000023569,,대전광역시 서구 문정로10번길 24,302859,35261,,,,127.38193020334,36.3444680749573
MA010120220806190433,알프스캠핑펜션,,I1,숙박,I101,일반 숙박,I10103,펜션,I55109,기타 일반 및 생활 숙박시설 운영업,30,대전광역시,30170,서구,30170600,기성동,3017012000,장안동,3017012000103770001,1,대지,377,1.0,대전광역시 서구 장안동 377-1,301703166047.0,대전광역시 서구 장안로,632.0,,3017012000103770001001920,,대전광역시 서구 장안로 632,302040,35428,,,,127.339100667592,36.2078155207891
MA010120220806185709,기숙사/고시원,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,30,대전광역시,30170,서구,30170581,갈마1동,3017011100,갈마동,3017011100103660003,1,대지,366,3.0,대전광역시 서구 갈마동 366-3,301704298466.0,대전광역시 서구 신갈마로167번길,5.0,,3017011100103660003006319,,대전광역시 서구 신갈마로167번길 5,302807,35277,,,,127.367894000533,36.3485133657906
