index,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도,longitude,latitude
13,MA010120220805433905,마테호른,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,30,대전광역시,30140,중구,30140680,태평1동,3014011400,태평동,3014011400103390088,1,대지,339,88.0,대전광역시 중구 태평동 339-88,301403165028.0,대전광역시 중구 수침로,97.0,,3014011400103390088012003,,대전광역시 중구 수침로 97,301843,34882,,1,,127.398978628209,36.3280531085001,127.398974701552,36.328053783027
17,MA010120220805432680,대천수산,,I2,음식,I201,한식,I20111,횟집,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140640,부사동,3014011100,부사동,3014011100100970019,1,대지,97,19.0,대전광역시 중구 부사동 97-19,301404295147.0,대전광역시 중구 대종로334번길,29.0,,3014011100100970019021911,,대전광역시 중구 대종로334번길 29,301815,35028,,1,,127.435085032335,36.3161704035159,127.435079594274,36.3161733045395
19,MA010120220805435800,카페한가로와대전,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500104600001,1,대지,460,1.0,대전광역시 중구 대흥동 460-1,301404295356.0,대전광역시 중구 보문로254번길,36.0,,3014010500104600001014042,,대전광역시 중구 보문로254번길 36,301803,34916,,2,,127.424133464416,36.3258607203915,127.424123450456,36.3258612301305
37,MA010120220805439847,이리,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,30,대전광역시,30140,중구,30140535,은행선화동,3014010200,선화동,3014010200104070001,1,대지,407,1.0,대전광역시 중구 선화동 407-1,301403165023.0,대전광역시 중구 선화서로,51.0,,3014010200104070001012744,,대전광역시 중구 선화서로 51,301826,34861,,2,,127.417756243456,36.3282181507754,127.417799716856,36.3281959223296
54,MA010120220805444324,한지갤러리앤카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30140,중구,30140535,은행선화동,3014010200,선화동,3014010200100820001,1,대지,82,1.0,대전광역시 중구 선화동 82-1,301403165007.0,대전광역시 중구 대전천서로,529.0,,3014010200100820001000001,선화2참좋은아파트,대전광역시 중구 대전천서로 529,301823,34831,,,,127.4228038466,36.3339836176008,127.422793819547,36.3339824781791
121,MA010120220805455186,옹달샘코다리찜,,I2,음식,I201,한식,I20112,해산물 구이/찜,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103050001,1,대지,305,1.0,대전광역시 중구 유천동 305-1,301403000095.0,대전광역시 중구 계백로,1566.0,,3014011500103050001024101,,대전광역시 중구 계백로 1566,301837,34974,,1,,127.394327690112,36.3173587898041,127.394322628912,36.3173612358013
131,MA010120220805459947,카페모두,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30140,중구,30140690,태평2동,3014011400,태평동,3014011400103650004,1,대지,365,4.0,대전광역시 중구 태평동 365-4,301403165041.0,대전광역시 중구 태평로,143.0,,3014011400103650004010393,,대전광역시 중구 태평로 143,301844,34874,,1,,127.396228403175,36.3293821149206,127.396220307928,36.3293836213929
132,MA010120220805459697,부산꼼장어,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,30,대전광역시,30140,중구,30140620,석교동,3014010900,옥계동,3014010900100500023,1,대지,50,23.0,대전광역시 중구 옥계동 50-23,301403010004.0,대전광역시 중구 대종로,58.0,,3014010900100500023021960,,대전광역시 중구 대종로 58,301820,35040,,,,127.455264097923,36.2985813585143,127.4552546705,36.2985840319702
149,MA010120220805461686,지엠쑥쑥카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30140,중구,30140680,태평1동,3014011400,태평동,3014011400103810039,1,대지,381,39.0,대전광역시 중구 태평동 381-39,301402010003.0,대전광역시 중구 동서대로,1218.0,,3014011400103810039010344,태평크리닉,대전광역시 중구 동서대로 1218,301151,34892,,5,,127.395278076636,36.3255199482897,127.395272496202,36.3255203458157
150,MA010120220805461149,더꾸닭꾸,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,30,대전광역시,30140,중구,30140680,태평1동,3014011400,태평동,3014011400102650024,1,대지,265,24.0,대전광역시 중구 태평동 265-24,301404295501.0,대전광역시 중구 수침로55번길,16.0,,3014011400102650024028656,광성빌딩,대전광역시 중구 수침로55번길 16,301843,34893,,1,,127.399826658572,36.3249480456659,127.399817961139,36.3249490206996
177,MA010120220805467931,세웅이네가족식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140560,중촌동,3014010400,중촌동,3014010400104100009,1,대지,410,9.0,대전광역시 중구 중촌동 410-9,301404295274.0,대전광역시 중구 목중로10번길,9.0,9.0,3014010400104100008016659,,대전광역시 중구 목중로10번길 9-9,301841,34814,,1,,127.412608939741,36.3358355932965,127.412608993225,36.3358385392848
180,MA010120220805468582,포일,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30140,중구,30140535,은행선화동,3014010200,선화동,3014010200102360005,1,대지,236,5.0,대전광역시 중구 선화동 236-5,301404295162.0,대전광역시 중구 대종로517번길,36.0,,3014010200102360005022869,,대전광역시 중구 대종로517번길 36,301822,34836,,2,,127.422438512678,36.329151133324,127.422428381333,36.3291548166231
190,MA010120220805472399,필,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56211,일반 유흥 주점업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500101310001,1,대지,131,1.0,대전광역시 중구 대흥동 131-1,301404295157.0,대전광역시 중구 대종로460번길,28.0,,3014010500101310001013840,,대전광역시 중구 대종로460번길 28,301802,34925,,1,,127.429042696776,36.3262087219666,127.429036074004,36.3262157935559
203,MA010120220805473464,선화동한가네닭발,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,30,대전광역시,30140,중구,30140670,오류동,3014011300,오류동,3014011300101650008,1,대지,165,8.0,대전광역시 중구 오류동 165-8,301404295054.0,대전광역시 중구 계백로1685번길,10.0,,3014011300101650008020533,,대전광역시 중구 계백로1685번길 10,301828,34909,,1,,127.406803477497,36.3213958805125,127.406793606219,36.3214009760808
204,MA010120220805473512,송가네뒷고기삼겹살,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56219,기타 주점업,30,대전광역시,30140,중구,30140535,은행선화동,3014010200,선화동,3014010200100130003,1,대지,13,3.0,대전광역시 중구 선화동 13-3,301404295164.0,대전광역시 중구 대종로529번길,6.0,,3014010200100130003014731,,대전광역시 중구 대종로529번길 6,301822,34837,,1,,127.422884332292,36.3306223305346,127.422879863794,36.3306342137925
213,MA010120220805475028,슈맥마라탕,,I2,음식,I202,중식,I20202,마라탕/훠궈,I56121,중식 음식점업,30,대전광역시,30140,중구,30140550,목동,3014010300,목동,3014010300101070026,1,대지,107,26.0,대전광역시 중구 목동 107-26,301402010003.0,대전광역시 중구 동서대로,1391.0,,3014010300101070026011534,,대전광역시 중구 동서대로 1391,301808,34815,,1,,127.411426151657,36.3331440416511,127.411423296534,36.3331432432522
269,MA010120220805490776,청향일식,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,30,대전광역시,30140,중구,30140720,문화1동,3014011600,문화동,3014011600100010135,1,대지,1,135.0,대전광역시 중구 문화동 1-135,301403010024.0,대전광역시 중구 계룡로,923.0,,3014011600100010135028946,하우스토리1차,대전광역시 중구 계룡로 923,301794,34945,,1,,127.41526077972,36.320833708588,127.415251789942,36.3208351504112
295,MA010120220805495501,완도수산야채막회,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,30,대전광역시,30140,중구,30140740,산성동,3014011700,산성동,3014011700103290016,1,대지,329,16.0,대전광역시 중구 산성동 329-16,301403010022.0,대전광역시 중구 보문산로,129.0,,3014011700103290016003639,,대전광역시 중구 보문산로 129,301819,35013,,,,127.39453075695,36.3054992987981,127.394544983397,36.3054889827447
302,MA010120220805500104,한양포차,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140535,은행선화동,3014010100,은행동,3014010100100180006,1,대지,18,6.0,대전광역시 중구 은행동 18-6,301403165007.0,대전광역시 중구 대전천서로,467.0,,3014010100100180006032152,,대전광역시 중구 대전천서로 467,301838,34832,,1,,127.42805609392,36.3301424871219,127.428047766466,36.3301419789364
321,MA010120220805504039,띠울하늘카페,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,30,대전광역시,30140,중구,30140630,대사동,3014011000,대사동,3014011000100990007,1,대지,99,7.0,대전광역시 중구 대사동 99-7,301403165013.0,대전광역시 중구 보문산공원로,551.0,,3014011000100990007000001,띠울아쿠아,대전광역시 중구 보문산공원로 551,301800,35043,,2,,127.425548551425,36.3166747249668,127.425546695227,36.316676053104
344,MA010120220805508202,돈까스맨,,I2,음식,I203,일식,I20302,일식 카레/돈가스/덮밥,I56122,일식 음식점업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500100060012,1,대지,6,12.0,대전광역시 중구 대흥동 6-12,301403010017.0,대전광역시 중구 중교로,90.0,,3014010500100060012011739,,대전광역시 중구 중교로 90,301802,34926,,2,,127.429325502582,36.3271383648002,127.429318020459,36.3271424526858
352,MA010120220805510164,목하,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30140,중구,30140655,용두동,3014011200,용두동,3014011200100390000,1,대지,39,,대전광역시 중구 용두동 39,301404295458.0,대전광역시 중구 선화로22번길,25.0,,3014011200100390000000690,미르마을아파트,대전광역시 중구 선화로22번길 25,301790,34859,,,,127.414501560127,36.3240654965053,127.414492179499,36.3240710334074
380,MA010120220805516407,유성갈비,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500102150000,1,대지,215,,대전광역시 중구 대흥동 215,301404295567.0,대전광역시 중구 중앙로138번길,30.0,,3014010500102150000010282,,대전광역시 중구 중앙로138번길 30,301701,34914,,1,,127.425447172188,36.3274532500222,127.425458236781,36.3274247146933
387,MA010120220805515079,엠씨푸드,,I2,음식,I207,구내식당·뷔페,I20701,구내식당,I56130,기관 구내식당업,30,대전광역시,30140,중구,30140535,은행선화동,3014010200,선화동,3014010200100030001,1,대지,3,1.0,대전광역시 중구 선화동 3-1,301403164033.0,대전광역시 중구 중앙로,141.0,,3014010200100030012020222,NC백화점,대전광역시 중구 중앙로 141,301822,34838,,9,,127.425058031966,36.3288753606608,127.425057716997,36.3288748715537
411,MA010120220805522112,정가네곱창,,I2,음식,I201,한식,I20109,곱창 전골/구이,I56113,한식 육류 요리 전문점,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500102130007,1,대지,213,7.0,대전광역시 중구 대흥동 213-7,301404295358.0,대전광역시 중구 보문로262번길,48.0,,3014010500102130007014989,,대전광역시 중구 보문로262번길 48,301802,34913,,1,,127.42447077163,36.3269438503307,127.424466094964,36.3269428682342
448,MA010120220805529300,브릭스,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30140,중구,30140620,석교동,3014010700,석교동,3014010700100040011,1,대지,4,11.0,대전광역시 중구 석교동 4-11,301403165019.0,대전광역시 중구 사득로,80.0,,3014010700100040011008923,,대전광역시 중구 사득로 80,301820,35060,,1,,127.43851084812,36.3105446734007,127.43850573779,36.3105437396069
461,MA010120220805531276,영순이네,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140620,석교동,3014010900,옥계동,3014010900100490017,1,대지,49,17.0,대전광역시 중구 옥계동 49-17,301403010004.0,대전광역시 중구 대종로,61.0,5.0,3014010900100490017018320,,대전광역시 중구 대종로 61-5,301820,35076,,,,127.454418886782,36.2984423159028,127.454412112736,36.2984469234236
464,MA010120220805534295,낭만,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103110007,1,대지,311,7.0,대전광역시 중구 유천동 311-7,301404295617.0,대전광역시 중구 태평로26번길,36.0,,3014011500103110007012248,,대전광역시 중구 태평로26번길 36,301835,34891,,2,,127.394355572353,36.3195129286823,127.3943451205,36.3195272362225
485,MA010120220805537766,카페모먼트,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500104210002,1,대지,421,2.0,대전광역시 중구 대흥동 421-2,301404295355.0,대전광역시 중구 보문로230번길,58.0,,3014010500104210002011385,,대전광역시 중구 보문로230번길 58,301803,34919,,,,127.425984487762,36.3240490888449,127.42597599741,36.3240482324909
495,MA010120220805540309,왕뼈해장국,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103050005,1,대지,305,5.0,대전광역시 중구 유천동 305-5,301403000095.0,대전광역시 중구 계백로,1572.0,,3014011500103050005025464,,대전광역시 중구 계백로 1572,301837,34974,,,,127.394783784097,36.3174241875395,127.394775239929,36.3174390457113
517,MA010120220805543576,신추풍령시래기감자탕,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500101720008,1,대지,172,8.0,대전광역시 중구 대흥동 172-8,301404295495.0,대전광역시 중구 수도산로47번길,46.0,,3014010500101720008011387,,대전광역시 중구 수도산로47번길 46,301803,34934,,1,,127.428272080817,36.3234471985419,127.428270858181,36.3234478684821
553,MA010120220805553191,내가만든미케익,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,30,대전광역시,30140,중구,30140535,은행선화동,3014010100,은행동,3014010100100520010,1,대지,52,10.0,대전광역시 중구 은행동 52-10,301404295572.0,대전광역시 중구 중앙로170번길,18.0,,3014010100100520010016091,,대전광역시 중구 중앙로170번길 18,301839,34922,,,,127.428790590456,36.3287039926162,127.428788133835,36.3287099691009
603,MA010120220805597098,신풍전삼계탕,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140710,유천2동,3014011500,유천동,3014011500101860001,1,대지,186,1.0,대전광역시 중구 유천동 186-1,301403000095.0,대전광역시 중구 계백로,1620.0,,3014011500101860001010609,,대전광역시 중구 계백로 1620,301833,34966,,1,,127.399997316554,36.3186671619692,127.399995352823,36.3186694651013
626,MA010120220805629390,돈까스상점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103100027,1,대지,310,27.0,대전광역시 중구 유천동 310-27,301404295038.0,대전광역시 중구 계백로1583번길,17.0,,3014011500103100027025146,,대전광역시 중구 계백로1583번길 17,301835,34891,,,,127.395530326698,36.3188158963967,127.39552618134,36.3188182515289
727,MA010120220805639768,회데이,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,30,대전광역시,30140,중구,30140655,용두동,3014011200,용두동,3014011200100920010,1,대지,92,10.0,대전광역시 중구 용두동 92-10,301403165032.0,대전광역시 중구 용두로,36.0,1.0,3014011200100920010016225,,대전광역시 중구 용두로 36-1,301831,34855,,1,,127.408339662576,36.3273878204713,127.408281987429,36.327426404278
730,MA010120220805639582,갯벌바지락손칼국수,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,30,대전광역시,30140,중구,30140680,태평1동,3014011400,태평동,3014011400102560012,1,대지,256,12.0,대전광역시 중구 태평동 256-12,301403165028.0,대전광역시 중구 수침로,104.0,,3014011400102560012025563,,대전광역시 중구 수침로 104,301843,34883,,,,127.399341191128,36.3287038331273,127.399338785628,36.3287105169719
852,MA010120220805691387,남원집,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140730,문화2동,3014011600,문화동,3014011600104910001,1,대지,491,1.0,대전광역시 중구 문화동 491-1,301404295395.0,대전광역시 중구 보문산로227번길,57.0,,3014011600104910001001589,,대전광역시 중구 보문산로227번길 57,301813,35006,,1,,127.404164044352,36.3082154141575,127.404154645974,36.3082182814029
865,MA010120220805725361,신마포갈매기식당,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500104780003,1,대지,478,3.0,대전광역시 중구 대흥동 478-3,301404295563.0,대전광역시 중구 중앙로122번길,26.0,,3014010500104780003014315,,대전광역시 중구 중앙로122번길 26,301803,34912,,,,127.423805304627,36.3265621175142,127.423796839661,36.3265665684371
866,MA010120220805725850,북새통식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103240014,1,대지,324,14.0,대전광역시 중구 유천동 324-14,301404295035.0,대전광역시 중구 계백로1565번길,53.0,,3014011500103240014009384,,대전광역시 중구 계백로1565번길 53,301835,34887,,1,,127.393049743959,36.3198758198619,127.393042105308,36.3198827172409
876,MA010120220805746680,서산농장,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,30,대전광역시,30140,중구,30140560,중촌동,3014010400,중촌동,3014010400100690001,1,대지,69,1.0,대전광역시 중구 중촌동 69-1,301403165007.0,대전광역시 중구 대전천서로,681.0,,3014010400100690001003954,,대전광역시 중구 대전천서로 681,301840,34803,,,,127.411674145934,36.3431221236329,127.411671862326,36.3431277754959
914,MA010120220805747360,바다황제,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500104580001,1,대지,458,1.0,대전광역시 중구 대흥동 458-1,301404295201.0,대전광역시 중구 대흥로121번길,43.0,,3014010500104580001013920,,대전광역시 중구 대흥로121번길 43,301803,34918,,,,127.424482435006,36.3253576984889,127.424478028832,36.3253649547951
916,MA010120220805747025,아라비아식당,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500102460010,1,대지,246,10.0,대전광역시 중구 대흥동 246-10,301404295356.0,대전광역시 중구 보문로254번길,53.0,,3014010500102460010015231,,대전광역시 중구 보문로254번길 53,301804,34915,,1,,127.424932046938,36.3263151922547,127.424932151382,36.3263225542011
960,MA010120220805747403,믿음떡집,,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,30,대전광역시,30140,중구,30140605,문창동,3014010600,문창동,3014010600101200019,1,대지,120,19.0,대전광역시 중구 문창동 120-19,301404295295.0,대전광역시 중구 문창로10번길,29.0,,3014010600101200019024832,,대전광역시 중구 문창로10번길 29,301810,35029,,,,127.437575687255,36.3151637269737,127.437565758825,36.3151681576874
973,MA010120220805745213,충북식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140630,대사동,3014011000,대사동,3014011000101420004,1,대지,142,4.0,대전광역시 중구 대사동 142-4,301403165013.0,대전광역시 중구 보문산공원로,531.0,,3014011000101420004022173,,대전광역시 중구 보문산공원로 531,301800,35043,,1,,127.424579238083,36.3152190409251,127.424569577061,36.3152227722128
978,MA010120220805745224,대흥정육식당,,I2,음식,I201,한식,I20108,소고기 구이/찜,I56113,한식 육류 요리 전문점,30,대전광역시,30140,중구,30140630,대사동,3014011000,대사동,3014011000100620006,1,대지,62,6.0,대전광역시 중구 대사동 62-6,301404295350.0,대전광역시 중구 보문로162번길,86.0,,3014011000100620006016124,대창빌딩,대전광역시 중구 보문로162번길 86,301800,34935,,,,127.43016274072,36.3192293378466,127.430154617628,36.3192364796181
982,MA010120220805745249,고향,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140630,대사동,3014011000,대사동,3014011000101480018,1,대지,148,18.0,대전광역시 중구 대사동 148-18,301403165013.0,대전광역시 중구 보문산공원로,524.0,2.0,3014011000101480018006115,,대전광역시 중구 보문산공원로 524-2,301800,35045,,,,127.424105366059,36.3145408169278,127.424101127033,36.3145468386903
984,MA010120220805745256,다전우렁쌈밥,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140630,대사동,3014011000,대사동,3014011000101040006,1,대지,104,6.0,대전광역시 중구 대사동 104-6,301403164032.0,대전광역시 중구 보문로,168.0,12.0,3014011000101040006015203,,대전광역시 중구 보문로 168-12,301800,34937,,,,127.426305914403,36.3181834593288,127.426300316265,36.318183472553
989,MA010120220805745272,통소매식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140630,대사동,3014011000,대사동,3014011000102480246,1,대지,248,246.0,대전광역시 중구 대사동 248-246,301404295209.0,대전광역시 중구 대흥로24번길,23.0,,3014011000102480246014022,,대전광역시 중구 대흥로24번길 23,301846,34946,,1,,127.417451552952,36.3212679946423,127.417449616638,36.3212735783298
991,MA010120220805745279,수원뚝배기식당,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140640,부사동,3014011100,부사동,3014011100102090063,1,대지,209,63.0,대전광역시 중구 부사동 209-63,301404295146.0,대전광역시 중구 대종로333번길,78.0,,3014011100102090063020529,,대전광역시 중구 대종로333번길 78,301815,35022,,1,,127.429409620358,36.3140705599894,127.429408690195,36.314071444142
992,MA010120220805745283,대전식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140630,대사동,3014011000,대사동,3014011000101180003,1,대지,118,3.0,대전광역시 중구 대사동 118-3,301403164032.0,대전광역시 중구 보문로,163.0,1.0,3014011000101180003007869,,대전광역시 중구 보문로 163-1,301800,34954,,,,127.425553207471,36.3175579781755,127.425548502738,36.3175617248623
1000,MA010120220805745330,옛날소머리국밥,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140630,대사동,3014011000,대사동,3014011000100690057,1,대지,69,57.0,대전광역시 중구 대사동 69-57,301403010018.0,대전광역시 중구 충무로,112.0,,3014011000100690057023701,,대전광역시 중구 충무로 112,301800,35021,,1,,127.429345867691,36.3182340597002,127.429338777875,36.3182372125102
1001,MA010120220805745331,금광식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140630,대사동,3014011000,대사동,3014011000100640018,1,대지,64,18.0,대전광역시 중구 대사동 64-18,301403010018.0,대전광역시 중구 충무로,127.0,,3014011000100640018014699,,대전광역시 중구 충무로 127,301800,34935,,,,127.430652549014,36.3192587093403,127.430647072731,36.3192613813564
1002,MA010120220805745335,영애식당,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,30,대전광역시,30140,중구,30140630,대사동,3014011000,대사동,3014011000101690008,1,대지,169,8.0,대전광역시 중구 대사동 169-8,301403164032.0,대전광역시 중구 보문로,121.0,1.0,3014011000101690008024112,,대전광역시 중구 보문로 121-1,301846,35045,,,,127.427781563455,36.3143692056572,127.427777916375,36.3143718862609
1003,MA010120220805745338,여수게장백반,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,30,대전광역시,30140,중구,30140630,대사동,3014011000,대사동,3014011000100950013,1,대지,95,13.0,대전광역시 중구 대사동 95-13,301404295605.0,대전광역시 중구 충무로86번길,3.0,,3014011000100950013025908,장원타운,대전광역시 중구 충무로86번길 3,301801,35022,,1,,127.426947347051,36.3172762673666,127.426945277419,36.317281073816
1023,MA010120220805752218,굽네치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103110012,1,대지,311,12.0,대전광역시 중구 유천동 311-12,301404295617.0,대전광역시 중구 태평로26번길,50.0,,3014011500103110012031983,,대전광역시 중구 태평로26번길 50,301835,34891,,1,,127.395066772749,36.3197148056761,127.395064665897,36.3197139276841
1061,MA010120220805748084,동원식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500104660005,1,대지,466,5.0,대전광역시 중구 대흥동 466-5,301403010017.0,대전광역시 중구 중교로,29.0,1.0,3014010500104660005011836,,대전광역시 중구 중교로 29-1,301803,34916,,,,127.423034913796,36.3253056576942,127.42303406571,36.3253088840446
1064,MA010120220805748095,한밭골식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140740,산성동,3014011700,산성동,3014011700100970002,1,대지,97,2.0,대전광역시 중구 산성동 97-2,301404295403.0,대전광역시 중구 보문산로35번길,48.0,,3014011700100970002004280,,대전광역시 중구 보문산로35번길 48,301817,34989,,,,127.385648268128,36.3065174683106,127.385638345277,36.3065239428131
1065,MA010120220805746556,페리카나치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500102850019,1,대지,285,19.0,대전광역시 중구 유천동 285-19,301403165047.0,대전광역시 중구 문화로,71.0,1.0,3014011500102850019009191,,대전광역시 중구 문화로 71-1,301837,34982,,,,127.393794104154,36.3114799038545,127.393793720885,36.3114789952468
1066,MA010120220805746557,부산족발,,I2,음식,I201,한식,I20103,족발/보쌈,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140605,문창동,3014010600,문창동,3014010600103660033,1,대지,366,33.0,대전광역시 중구 문창동 366-33,301404295354.0,대전광역시 중구 보문로20번길,16.0,,3014010600103660033000001,,대전광역시 중구 보문로20번길 16,301810,35030,,,,127.438287609768,36.3152752249736,127.438284511469,36.3152817766244
1069,MA010120220805747660,만다린,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,30,대전광역시,30140,중구,30140740,산성동,3014011700,산성동,3014011700103210006,1,대지,321,6.0,대전광역시 중구 산성동 321-6,301403165021.0,대전광역시 중구 산성로,24.0,,3014011700103210006020676,,대전광역시 중구 산성로 24,301819,35013,,,,127.39159749718,36.3061152875595,127.391587628991,36.306122143058
1115,MA010120220805748013,대림한정식,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140535,은행선화동,3014010200,선화동,3014010200102300006,1,대지,230,6.0,대전광역시 중구 선화동 230-6,301404295161.0,대전광역시 중구 대종로505번길,50.0,,3014010200102300006011942,,대전광역시 중구 대종로505번길 50,301822,34839,,2,,127.422443234895,36.32851126577,127.422443628006,36.328513124847
1119,MA010120220805746320,복지면옥식당,,I2,음식,I201,한식,I20106,냉면/밀면,I56112,한식 면 요리 전문점,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500105080004,1,대지,508,4.0,대전광역시 중구 대흥동 508-4,301403010017.0,대전광역시 중구 중교로,16.0,,3014010500105080004011784,,대전광역시 중구 중교로 16,301805,34941,,,,127.421815999458,36.324461601296,127.421852052424,36.3244697397396
